Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Albania,ALB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,2110.633218,2187.642806,2205.052944,2182.631918,2110.441428,2104.308584,2180.372091,2120.422839,2051.24357,2193.263825,1947.883545,1379.816978,1288.258965,1420.573288,1547.954353,1764.699296,1937.290072,1738.16646,1906.717261,2177.896633,2337.942386,2547.377316,2663.140477,2827.455778,3001.408618,3189.395111,3383.893726,3610.727554,3775.380988,3928.338638,4094.358832,4210.082199,4276.92155,4327.644518,4413.561583,4524.644432,4683.800213,4868.197347
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,662.5200523,662.9147926,719.1572957,699.3842921,676.5667325,723.4096102,639.4638993,348.7113178,218.4921659,380.5273711,619.0651634,760.5593758,1046.358511,749.584649,865.3021618,1098.425463,1175.788981,1326.970339,1453.642777,1890.681557,2416.588235,2709.142931,3005.012903,3603.013685,4370.539647,4114.136545,4094.358832,4437.178068,4247.614308,4413.081697,4578.666728,3952.830781,4131.872341,4537.862492
Albania,ALB,GDP per capita  PPP (constant 2011 international $),NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4722.838166,3345.504049,3123.512503,3444.321792,3753.169904,4278.689663,4697.153233,4214.358153,4623.026401,5280.527867,5668.574777,6176.370678,6457.050021,6855.448876,7277.214908,7733.006933,8204.588246,8754.569513,9153.788206,9524.649303,9927.181841,10207.7647,10369.82338,10492.80628,10701.12079,10970.45224,11356.34133,11803.43059
Albania,ALB,GDP per capita  PPP (current international $),NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722.280344,1992.560528,1902.75128,2148.099954,2390.531021,2782.093734,3109.943347,2838.04492,3209.615372,3690.682981,4029.016971,4457.111638,4754.653697,5114.721695,5522.982134,5942.884009,6631.835687,7291.239751,8228.337106,8813.252003,9637.345368,10207.7647,10526.24122,10570.953,11259.2645,11334.22093,11559.30084,12020.69073
Albania,ALB,PPP conversion factor  GDP (LCU per international $),PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.879200725,2.520095578,8.615951864,18.07996631,24.50417425,25.34132904,35.15926214,38.74641562,40.75225833,41.10148644,42.02588889,42.77042498,42.92633911,44.64569,44.92365863,45.52720814,44.45254629,44.68553667,44.56121215,44.33696802,44.15665321,43.85769994,43.65532249,44.11377158,42.89393001,43.92906495,44.37416743,44.96064939
Albania,ALB,PPP conversion factor  private consumption (LCU per international $),PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.892308424,15.48031972,27.81822831,33.22899943,34.84116702,38.15642914,49.65603294,58.11586984,58.40683537,57.40520494,57.46083457,57.85826658,57.62110167,56.73581527,56.68416658,57.23958058,57.76313005,57.65136868,57.86969756,56.73100999,55.58772008,53.86282889,54.17010669,54.25185245,54.37944795,55.18686889,55.71665885
Albania,ALB,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234900091,0.175006637,0.114829599,0.177146026,0.258965543,0.273376618,0.336455811,0.264120079,0.26959684,0.297621191,0.291830238,0.29771979,0.305730526,0.369654826,0.43755134,0.455863336,0.453119324,0.494156523,0.531157097,0.466812539,0.424843012,0.434686555,0.403526218,0.417472455,0.406657711,0.348751873,0.357450022,0.377504304
Albania,ALB,Official exchange rate (LCU per US$  period average),PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0325,102.0625,94.62333333,92.6975,104.4989167,148.9329167,150.6333333,137.6905833,143.7094167,143.4848333,140.1545159,121.86325,102.7800512,99.87025448,98.10337709,90.42789383,83.8946041,94.97811982,103.9364434,100.8949547,108.1846446,105.6686734,,,,
Albania,ALB,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Inflation  consumer prices (annual %),FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0054213,85.00475124,22.56505269,7.793218538,12.72547781,33.18027438,20.64285887,0.389437654,0.050018136,3.10758827,7.770525834,0.484002612,2.280019169,2.366581957,2.370728319,2.932682482,3.359242418,2.280502222,3.552267388,3.450347153,2.03159594,1.937617549,1.631777988,1.910016978,1.282798834,
Albania,ALB,Inflation  GDP deflator (annual %),NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-2.177360497,-0.017694287,-0.016747291,-0.028354047,0.351197543,-2.378001116,2.86E-05,1.35E-06,-1.87E-06,-0.468707384,38.56834211,249.6834375,114.8356476,38.41649482,5.573307455,41.27559451,12.08870589,8.432367822,1.533330791,3.981288045,3.328851082,2.410589719,5.379724414,2.357084176,2.621017641,2.696049249,3.57619481,7.630324712,2.420047478,4.4899232,2.310040589,1.039992951,0.28997376,1.549997621,0.563992596,-0.481402831,1.374891229
Albania,ALB,Inflation  GDP deflator: linked series (annual %),NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.468707384,38.56834211,249.6834375,114.8356476,38.41649482,9.838901278,14.60100063,12.08870589,8.432367822,1.533330791,3.981288045,3.328851082,2.410589719,5.379724414,2.357084176,2.621017641,2.696049249,3.57619481,7.630324712,2.420047478,4.4899232,2.310040589,1.039992951,0.28997376,1.549997621,0.563992596,-0.481402831,1.374891229
Albania,ALB,Agriculture  forestry  and fishing  value added (% of GDP),NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,33.60020616,32.40029884,31.69971047,34.10009748,33.09994105,34.60001209,34.00000038,33.20002472,31.49988182,32.3001977,35.90078991,39.29529516,51.64187027,54.64097649,53.62098061,55.81214471,35.14885269,30.18670244,27.0722161,24.38560683,23.49864212,21.94827263,21.60039468,21.46859751,20.18078929,18.61080499,17.52964382,17.12855059,16.8370881,16.79440198,17.95585567,18.22676552,18.76679889,19.56517557,19.99015344,19.78021824,19.90672379,18.96194984
Algeria,DZA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2466.038238,2078.221933,1628.388725,2133.318607,2200.813876,2276.146998,2107.800391,2242.450417,2414.016695,2543.563265,2691.802317,2321.350402,2877.745265,2906.700502,3039.420571,3104.493573,3270.680356,3345.378017,3548.900065,3702.77745,3620.703537,3616.016313,3729.257178,3809.803763,3900.85048,3924.709271,3825.904018,3691.647555,3554.62274,3613.146593,3550.032672,3422.638618,3403.903452,3259.84368,3164.898577,3223.55756,3297.863375,3281.102139,3397.410198,3457.137046,3541.072037,3600.437254,3754.516275,3974.175032,4091.144235,4273.312751,4282.328231,4359.375748,4390.499633,4386.038896,4463.394675,4504.920098,4564.435017,4596.219627,4675.885024,4759.595242,4827.724251,4825.178585
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,244.8248065,213.4859051,171.2098095,225.5305962,236.6101896,248.3781436,234.1889083,252.4182522,280.2682882,300.9818257,334.2595277,339.3840491,439.7311239,551.4344417,813.0499027,931.1055173,1031.303135,1185.510635,1447.618021,1771.965549,2189.77668,2223.697344,2197.1105,2298.883805,2452.664632,2567.495905,2740.654724,2790.473919,2402.825627,2202.55809,2394.42038,1721.578696,1766.054678,1797.523561,1499.971505,1444.908036,1596.029867,1612.009303,1588.481449,1581.004564,1757.017797,1732.857979,1774.033673,2094.335506,2598.908023,3100.122378,3464.610079,3935.183343,4905.254866,3868.83123,4463.394675,5432.41332,5565.134521,5471.123389,5466.425778,4160.220067,3916.881571,4123.389937
Algeria,DZA,GDP per capita  PPP (constant 2011 international $),NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10236.84066,9869.48837,9815.463823,9400.054424,9126.271624,9295.420114,9509.687657,9461.355117,9796.739936,9968.967712,10211.00186,10382.18684,10826.48765,11459.89356,11797.18485,12322.48426,12348.48121,12570.6547,12660.40324,12647.5403,12870.6027,12990.34502,13161.96167,13253.61548,13483.33786,13724.72385,13921.18002,13913.83936
Algeria,DZA,GDP per capita  PPP (current international $),NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616.408352,6591.301496,6704.650988,6573.667135,6518.02653,6777.297778,7060.095524,7144.432581,7477.971309,7725.883722,8093.530893,8416.752682,8911.68068,9621.160947,10176.67563,10971.84687,11332.7899,11843.71921,12162.26435,12242.17814,12610.24805,12990.34502,13404.41178,13715.74358,14203.8954,14614.97043,15013.29638,15275.37422
Algeria,DZA,PPP conversion factor  GDP (LCU per international $),PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.241821941,4.824953504,5.751763966,6.383527894,8.068009656,10.16166826,12.37675027,13.0205191,12.47742309,13.6235286,16.33812994,15.89717958,15.8621652,16.84735318,18.40438973,20.70439919,22.20919516,23.02302963,26.04737777,22.9583761,26.32890922,30.50179337,32.19076504,31.65955291,31.01114943,28.66228056,28.55306727,29.95572776
Algeria,DZA,PPP conversion factor  private consumption (LCU per international $),PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.121326243,9.80826758,12.53485462,14.67635887,18.45821008,23.30129692,26.86625894,27.75775184,28.68651071,28.81493689,27.96821969,28.34896318,28.30215593,28.85531879,29.21631889,28.64825608,28.39531004,28.62201241,28.90423557,30.67074952,31.35664665,31.77228691,33.89588404,34.49366272,34.93312448,36.56110991,38.41553421,
Algeria,DZA,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361891264,0.261189493,0.263407399,0.273443045,0.230126634,0.213198252,0.226063495,0.225631537,0.212421442,0.204637375,0.217089157,0.205882012,0.199068362,0.217680124,0.25537888,0.282552465,0.305715548,0.332259088,0.403317567,0.316024746,0.353949792,0.418188533,0.415171856,0.398893677,0.384853987,0.284654703,0.260894175,0.269937082
Algeria,DZA,Official exchange rate (LCU per US$  period average),PA.NUS.FCRF,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.912638337,4.480514953,3.962495412,4.180749999,3.949408332,4.163824999,4.146758332,3.965899999,3.853266666,3.837449999,4.315808332,4.592191666,4.788799999,4.983375,5.0278,4.702316667,4.849741667,5.914766667,7.608558333,8.957508333,18.472875,21.836075,23.34540667,35.05850083,47.66272667,54.74893333,57.70735,58.73895833,66.573875,75.25979167,77.21502083,79.6819,77.394975,72.06065,73.27630833,72.64661667,69.2924,64.5828,72.64741667,74.38598333,72.93788333,77.53596667,79.3684,80.57901667,100.6914333,,
Algeria,DZA,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,309.4220982,343.7782859,359.6369365,377.1938261,410.9177057,442.6808677,408.7374123,361.5904732,298.7650012,256.3260337,217.0211252,129.4379443,132.7577577,159.2497557,137.5197038,115.2828045,117.7685953,127.1608707,133.4395235,123.388035,117.6084188,121.3565925,112.5782272,101.5573316,102.0201638,97.76074065,97.71857607,96.41819805,100.7075029,99.4756926,100,99.42564594,104.8529129,103.3337831,105.4846752,101.007799,99.33675774,101.28241
Algeria,DZA,Inflation  consumer prices (annual %),FP.CPI.TOTL.ZG,,,,,,,,,,,6.599999999,2.626641651,3.65630713,6.172839506,4.699612403,8.230316653,9.430735402,11.98928332,17.52392345,11.34860051,9.517824498,14.65484264,6.54250963,5.96716393,8.116397955,10.48228704,12.37160917,7.441260913,5.911544964,9.304361258,16.65253439,25.88638693,31.66966191,20.54032612,29.04765612,29.77962649,18.67907586,5.733522754,4.950161638,2.645511134,0.339163189,4.225988349,1.418301923,4.268953958,3.961800303,1.382446567,2.314524087,3.673827269,4.862990528,5.734333414,3.913043478,4.521764663,8.894585294,3.253684177,2.916406413,4.784976963,6.397714109,
Algeria,DZA,Inflation  GDP deflator (annual %),NY.GDP.DEFL.KD.ZG,,3.471720285,2.351279051,0.549331891,1.695182816,1.501331458,1.817814542,1.312041019,3.142056297,1.921084544,4.940445732,17.15196385,-4.606461017,9.627611644,48.89659042,5.914022109,10.84059272,11.92709942,10.08512107,13.98783792,25.86203876,14.35399949,1.939794207,6.804795888,8.433505562,4.972526402,2.405343253,8.842020422,9.060963477,16.01137352,30.25959854,53.78860417,21.92611453,13.62442466,29.07764732,28.57703753,24.02190407,7.001963049,-3.131088699,10.856323,22.65476747,-0.481507974,1.311488107,8.328835734,12.24587584,16.11681869,10.56356014,6.423261755,15.35548006,-11.18979348,16.08171712,18.24090967,7.481337601,-0.061844145,-0.290131471,-6.571977498,0.889903894,6.800176707
Algeria,DZA,Inflation  GDP deflator: linked series (annual %),NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.25959854,53.78860417,21.92611453,13.62442466,29.07764732,28.57703753,24.02190407,7.001963049,-3.131088699,10.856323,22.65476747,-0.481507974,1.311488107,8.328835734,12.24587584,16.11681869,10.56356014,6.423261755,15.35548006,-11.18979348,16.08171712,18.24090967,7.481337601,-0.061844145,-0.290131471,-6.571977498,0.889903894,6.800176707
Algeria,DZA,Agriculture  forestry  and fishing  value added (% of GDP),NV.AGR.TOTL.ZS,18.58102919,17.8161921,18.06108817,15.37949912,13.04625432,14.40728217,10.34037241,11.65621641,12.23990486,10.15226302,9.694592856,10.11052778,8.957533509,7.589649853,7.02498271,9.629081302,9.1976738,7.807018748,8.07042087,8.404705968,7.938461266,8.516196537,7.755298776,7.103123886,6.838565055,8.27325725,9.282136705,11.67747966,11.13018514,12.00094503,10.38143207,9.22439306,11.20015268,11.20068626,9.232316394,9.544860947,10.80933823,8.729587829,11.47500357,11.10697532,8.395058708,9.749430453,9.224986381,9.810553016,9.440471616,7.69131219,7.543077641,7.570631122,6.586677504,9.343366551,8.466441856,8.110347356,8.770688039,9.851117934,10.28639951,11.58603316,12.29577969,12.26489642
American Samoa,ASM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10613.91154,10630.45365,10661.17354,10644.58107,10282.45659,10619.61365,10500.38584,10199.06015,10352.82276,10442.7265,10000.31107,9711.112717,9779.883487,9884.111866,9614.472672,
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8751.766529,8914.525433,8639.308855,8508.406915,8456.947997,8980.536414,9871.997194,12058.26382,10352.82276,10375.99422,11660.32953,11589.853,11598.75174,11865.96323,11834.74523,
American Samoa,ASM,GDP per capita  PPP (constant 2011 international $),NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,GDP per capita  PPP (current international $),NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,PPP conversion factor  GDP (LCU per international $),PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,PPP conversion factor  private consumption (LCU per international $),PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921169325,,,,,,
American Samoa,ASM,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,Official exchange rate (LCU per US$  period average),PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,Inflation  consumer prices (annual %),FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,Inflation  GDP deflator (annual %),NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.701221779,-3.366533814,-1.361674647,2.895669461,2.819807428,11.17476097,25.75488455,-15.4185022,-0.639031235,17.3495686,2.355602289,-0.626945515,1.224997424,2.534046599,
American Samoa,ASM,Inflation  GDP deflator: linked series (annual %),NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.701221779,-3.366533814,-1.361674647,2.895669461,2.819807428,11.17476097,25.75488455,-15.4185022,-0.639031235,17.3495686,2.355602289,-0.626945515,1.224997424,2.534046599,
American Samoa,ASM,Agriculture  forestry  and fishing  value added (% of GDP),NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,42137.51899,41883.14121,43051.22318,44201.72808,44648.38222,43158.00761,43079.8158,42958.89386,42339.33407,41041.86678,40495.69802,38896.62594,37756.4209,36776.51496,35820.93175,35095.99254,34744.39245,35204.98946,35546.64955,35831.62082,35780.51967,35291.71141,34278.6471,32766.05967,32633.82513,32917.64882,34175.26007,37293.28241,38595.72321,40035.48245,40801.54213,41420.84618,42396.3024,45519.49238,47032.86689,48831.92936,49708.40049,48710.66462,43900.9517,41979.8659,39736.35406,38205.77109,38190.58659,39104.30185,40785.04923,41765.92035,42958.55839,43942.93819
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,3238.55685,3498.173652,4217.173581,5342.16856,6319.739034,7169.101006,7152.375134,7751.370216,9129.706185,11820.84939,12377.41165,10372.23283,9610.266308,8022.654781,7728.906695,7774.393829,10361.81598,12616.16757,14304.35696,15166.43785,18878.50597,19532.54015,20547.71179,16516.47103,16234.80901,18461.06486,19017.17459,18353.05972,18894.5215,19261.7105,21936.5301,22228.84649,24741.49357,32776.44227,38503.47961,41282.02012,43748.77216,48582.80846,47785.65909,43339.37987,39736.35406,41098.76694,38391.08087,40619.7113,42294.99473,36038.2676,37231.81567,39146.54884
Andorra,AND,GDP per capita  PPP (constant 2011 international $),NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,GDP per capita  PPP (current international $),NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,PPP conversion factor  GDP (LCU per international $),PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,PPP conversion factor  private consumption (LCU per international $),PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Official exchange rate (LCU per US$  period average),PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Inflation  consumer prices (annual %),FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Inflation  GDP deflator (annual %),NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,7.845870992,8.518077713,11.84943386,15.9452013,16.78179541,16.48985721,23.38309256,20.63104141,16.93168907,13.35481385,12.35117322,13.58234983,11.88423525,10.86473437,8.595463761,10.87881526,5.94419881,5.936124989,6.896207148,7.326243654,6.935149041,6.710771164,4.537231746,3.879852799,4.933123527,0.797176303,2.228160168,1.499556889,2.731977636,29.2262783,2.769518099,3.400407853,2.879863449,3.350368553,3.099596888,3.200492427,3.869810711,1.980073056,-1.38E-05,1.599942786,2.499867696,1.099913621,0.000360616,-0.100367069,-0.455465515,0.699897362,0.899930122
Andorra,AND,Inflation  GDP deflator: linked series (annual %),NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.326243654,6.935149041,6.710771164,4.537231746,3.879852799,4.933123527,0.797176303,2.228160168,1.499556889,2.731977636,29.2262783,2.769518099,3.400407853,2.879863449,3.350368553,3.099596888,3.200492427,3.869810711,1.980073056,-1.38E-05,1.599942786,2.499867696,1.099913621,0.000360616,-0.100367069,-0.455465515,0.699897362,0.899930122
Andorra,AND,Agriculture  forestry  and fishing  value added (% of GDP),NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.487497832,0.459110473,0.406166344,0.444193488,0.442399276,0.405274295,0.382391576,0.399345782,0.442280559,0.43493937,0.499694105,0.534685933,0.612256498,0.577337773,0.496149201,0.470194705,0.492101388,
